ID    A_wt_tpm    A_ko_tpm    R_wt_tpm    R_ko_tpm    p.value    log2FC_A_ko_vs_wt    log2FC_R_ko_vs_wt
4933425L06Rik    4933425L06Rik    1.94    0.49    0.117084375    0.085482209    0.740321    -1.98300518839897    -0.449342799869654
4933427D06Rik    4933427D06Rik    1.79    1.21    0.462501986    0.306716042    0.814386    -0.564566472291633    -0.590975863581867
4933427D14Rik    4933427D14Rik    19.33    32.76    1.987517284    1.363119116    0.0652086    0.7610631239729    -0.543723474786617
4933427E11Rik    4933427E11Rik    20.91    39.56    0.14567256    0.255365201    0.3887    0.919816838429555    0.805601451917398
4933427E13Rik    4933427E13Rik    1.59    2.34    0.175613571    0.154532878    0.763929    0.557191098780965    -0.183376621023601
4933427I22Rik    4933427I22Rik    1.58    2.44    0.366119336    0.216335921    0.213901    0.626634927422783    -0.756322461499663
4933428C19Rik    4933428C19Rik    2.54    0.98    0.221623927    0.045917933    0.190784    -1.37307133383412    -2.24639729684788
4933428G20Rik    4933428G20Rik    2.7    4    2.469022932    1.576400173    0.0831836    0.566866988836635    -0.646975730016168
4933428M09Rik    4933428M09Rik    1.05    1.27    0.081674079    0.012409195    0.379545    0.27420136104278    -2.6242124387884
4933429K18Rik    4933429K18Rik    1.73    0.29    0.761028925    0.25628322    0.79233    -2.57251466645835    -1.566488392764
4933429O19Rik    4933429O19Rik    1.81    2.83    0.103237675    0.04736843    0.801731    0.644525202955579    -1.1077391954143
4933430H16Rik    4933430H16Rik    3.51    0.98    0.139340995    0.03722473    0.706376    -1.83955695466152    -1.8763582798141
4933430I17Rik    4933430I17Rik    23.4    48.08    0.327582947    0.335023695    0.822085    1.03889671974796    0.0323053611175872
4933430M04Rik    4933430M04Rik    1.77    0.88    0.022244901    0.131960063    0.415003    -1.0073502878315    2.51600678426169
4933430N04Rik    4933430N04Rik    1.86    0.49    0.059710014    0.107667988    0.173768    -1.92228312574446    0.839920595098916
4933431E20Rik    4933431E20Rik    28.95    36.53    2.918237446    1.995573509    0.24691    0.335508065211124    -0.548065372582853
4933431G14Rik    4933431G14Rik    2.28    5.47    0.355011814    0.323900888    0.796771    1.26213810907044    -0.131925430037549
4933432G23Rik    4933432G23Rik    1.94    0.69    0.060623345    0.254654142    0.207985    -1.49004250232541    2.05264449905919
4933432I03Rik    4933432I03Rik    5.81    11.04    0.204692914    0.075847531    0.78103    0.926012485321682    -1.42042128065394
4933432I09Rik    4933432I09Rik    3.57    8.4    0.519127993    0.367739243    0.4488    1.23423293315468    -0.496265721937329
4933432K03Rik    4933432K03Rik    1.22    1.07    0.337068321    0.224586266    0.597208    -0.189104720237147    -0.583635596346147
4933433F19Rik    4933433F19Rik    2.72    0.19    0.077161737    0.01172361    0.378101    -3.83249241321393    -2.61895447224719
4933433G08Rik    4933433G08Rik    8.52    7.42    0.193127249    0.147810934    0.68211    -0.199409143879319    -0.3835221051084
4933433G15Rik    4933433G15Rik    70.82    123.55    0.420225658    0.333631026    0.733465    0.802857567641486    -0.332022103518189
4933433G19Rik    4933433G19Rik    1.13    1.37    0.252848676    0.381869632    0.548544    0.277629641789406    0.592884499335087
4933433H22Rik    4933433H22Rik    3.96    1.76    0.480186041    0.533733543    0.675412    -1.16946979207341    0.152225386423076
4933434E20Rik    4933434E20Rik    40.77    46.68    19.36718029    21.77867754    0.350141    0.19529212419333    0.16929418039117
4933436E23Rik    4933436E23Rik    7.05    7.03    0.045150931    0.047105477    0.499274    -0.00409798611253764    0.0598414083522139
4933436H12Rik    4933436H12Rik    1.63    1.66    0.143935163    0.049003163    0.793365    0.0262952912504919    -1.53531639039097
4933436I01Rik    4933436I01Rik    2.29    0.69    0.058764177    0.037590246    0.871496    -1.72921984291642    -0.63104474296869
4933438B17Rik    4933438B17Rik    1.51    0.78    0.100475876    0.272209905    0.251865    -0.95210920702285    1.4288729940068
4933438K21Rik    4933438K21Rik    0.35    0.05    2.723588828    1.834409275    0.376884    -2.78290187833306    -0.569936723712142
4933439C10Rik    4933439C10Rik    41.96    59.48    3.303001144    2.602854492    0.351756    0.503379842182136    -0.343565355883649
4933439K11Rik    4933439K11Rik    5.44    9.08    0.267154639    0.166026296    0.641338    0.738979347488819    -0.682989958664471
4933440J02Rik    4933440J02Rik    6.41    4.88    0.151941558    0.104961928    0.586084    -0.393372656987283    -0.529434476650911
4933440M02Rik    4933440M02Rik    2.72    1.37    0.162676431    0.19555023    0.457837    -0.988908385470453    0.264051459720866
5031410I06Rik    5031410I06Rik    0    0    0.882451597    0.482115418    0.899097    0    -0.870783198585132
5031425E22Rik    5031425E22Rik    115.38    260.37    15.8640269    14.92004444    0.75196    1.17416309843912    -0.0885014428449598
5031425F14Rik    5031425F14Rik    8.79    11.62    0.216048257    0.104913729    0.725067    0.402635029325578    -1.03512622723275
5031426D15Rik    5031426D15Rik    2.78    0.39    1.253026211    0.890321854    0.00848043    -2.83036323203933    -0.49254911855064
5031434C07Rik    5031434C07Rik    2.54    1.66    0.716888844    0.274284286    0.10377    -0.613344302090979    -1.38283821907597
5031434O11Rik    5031434O11Rik    38.36    67.49    1.663021401    1.839094643    0.600736    0.815054800773978    0.145105983314658
5031439G07Rik    5031439G07Rik    45.14    55.38    16.99124619    18.47670559    0.525434    0.294952725668006    0.12090905212235
5033403F01Rik    5033403F01Rik    26.11    45.71    0.234453052    0.047808384    0.137008    0.807883669415231    -2.27023853197448
5033403H07Rik    5033403H07Rik    1.32    1.56    0.141646995    0.05183507    0.817434    0.240840070731081    -1.4328815942363
5033404E19Rik    5033404E19Rik    2.43    0.78    0.143953199    0.14564413    0.474117    -1.63815543988675    0.0167321499220687
5033406O09Rik    5033406O09Rik    8.64    33.5    0.296827958    0.107040487    0.332546    1.95493397401955    -1.46290714234741
5033417F24Rik    5033417F24Rik    33.99    61.09    0.479339251    0.275058931    0.0227416    0.84580705017408    -0.799077427803233
5033428I22Rik    5033428I22Rik    4.87    4.88    0.392286679    0.102050233    0.788122    0.00295876855323574    -1.93223355477044
5330411J11Rik    5330411J11Rik    2.08    2.05    0.14286195    0.209661972    0.381339    -0.0209494732554829    0.550244842545377
5330413P13Rik    5330413P13Rik    9.13    12.21    0.173914264    0.09324545    0.978881    0.419336578678537    -0.89215306924167
5330416C01Rik    5330416C01Rik    2.56    0.78    0.153588264    0.102938599    0.282478    -1.71331279945549    -0.572699279193241
5330417C22Rik    5330417C22Rik    14.83    21.49    0.273168377    0.158405593    0.12667    0.535116737809721    -0.782359928582327
5330434G04Rik    5330434G04Rik    5.36    7.42    0.034719719    0.027024068    0.32025    0.469111471938642    -0.350054337170069
5330439B14Rik    5330439B14Rik    13.01    14.06    0.06488379    0.009830734    0.373101    0.111967351615921    -2.60479253139324
5430401F13Rik    5430401F13Rik    0.51    0.19    0.356393274    0.265239834    0.535777    -1.41975065290187    -0.424786044610602
5430402E10Rik    5430402E10Rik    0.04    0    0.090514629    0.338376614    0.827821    -5.35755200461808    1.89081286623103
5430402O13Rik    5430402O13Rik    64.21    110.46    0.532720859    0.488212715    0.992227    0.78264472122915    -0.125623495100888
5430403N17Rik    5430403N17Rik    2.33    10.55    0.237823806    0.146531068    0.632215    2.1783588312176    -0.69492785380587
5430405H02Rik    5430405H02Rik    44.05    90.97    7.179873275    5.331904149    0.0757679    1.04623194199902    -0.429237904707889
5430416N02Rik    5430416N02Rik    72.77    146.89    84.73036929    81.25414811    0.843416    1.01331046369824    -0.0604369624895247
5430419D17Rik    5430419D17Rik    1.61    0.59    0.212812317    0.059100244    0.90295    -1.44672645852904    -1.83090221096921
5430421F17Rik    5430421F17Rik    4.39    9.57    0.93758925    0.456029595    0.00923644    1.12412013420403    -1.03820634657705
5430425K12Rik    5430425K12Rik    33.33    45.12    0.252981146    0.275594008    0.60765    0.436934440027939    0.123048498817744
5430427M07Rik    5430427M07Rik    2.83    0.78    0.441916325    0.451280539    0.877547    -1.85791729576377    0.030183747127134
5430427O19Rik    5430427O19Rik    2.23    0.39    0.358800869    0.331447    0.973104    -2.51245000093679    -0.114074312162601
5430428K19Rik    5430428K19Rik    2.23    1.37    0.20200112    0.177888695    0.500183    -0.702461942464915    -0.18242546896754
5430431A17Rik    5430431A17Rik    2.47    2.54    7.652210967    6.535487395    0.529487    0.0403013647245702    -0.227549606823401
5430434I15Rik    5430434I15Rik    1.61    0.49    0.146017492    0.056526083    0.86704    -1.71416156439188    -1.35369967139958
5430437J10Rik    5430437J10Rik    4.74    3.03    2.606424054    1.73788743    0.260992    -0.645397540942066    -0.584460692008669
5430440P10Rik    5430440P10Rik    19.32    18.56    1.12665374    1.088883436    0.964103    -0.0578953261122219    -0.0491502926778297
5530400C23Rik    5530400C23Rik    0.8    0    0.116312278    0.043493015    0.79406    -9.64565843240871    -1.39870324599852
5530401A14Rik    5530401A14Rik    2.18    2.34    0.127152924    0.097743791    0.729055    0.102135164471262    -0.37610445662551
5530601H04Rik    5530601H04Rik    16.97    29.98    3.631241857    2.767180687    0.0175432    0.820976927583716    -0.391922154492349
5730403I07Rik    5730403I07Rik    2.02    0.1    0.824864264    0.868665018    0.755254    -4.32264212362794    0.0745551182361584
5730405O15Rik    5730405O15Rik    40.65    51.37    0.246804163    0.129916659    0.86914    0.33766331528341    -0.9205517340067
5730408K05Rik    5730408K05Rik    24.75    43.75    11.93596014    13.31704323    0.531811    0.821829177731342    0.157946640809717
5730409E04Rik    5730409E04Rik    19.3    35.35    2.601357579    2.163891132    0.157601    0.873075429603079    -0.265524733770548
5730412P04Rik    5730412P04Rik    1.24    0.49    0.011959407    0.047999651    0.451494    -1.33770818581566    1.91877176916082
5730416F02Rik    5730416F02Rik    2.04    2.83    0.208213767    0.2811655    0.493651    0.472035566873028    0.431563813211771
5730420D15Rik    5730420D15Rik    39.22    67.68    0.337113157    0.262634451    0.653323    0.787124564978129    -0.358967246978811
5730435O14Rik    5730435O14Rik    2.76    1.95    0.219931162    0.187995864    0.562559    -0.500977109979043    -0.225242260215437
5730455P16Rik    5730455P16Rik    12.74    23.24    6.337352774    5.018357435    0.0864005    0.86719363098765    -0.336605272146734
5730460C07Rik    5730460C07Rik    2.52    1.66    0.300112016    0.237543581    0.786101    -0.601944044896164    -0.336047415378309
5730480H06Rik    5730480H06Rik    1.81    0.88    0.451979472    0.417112915    0.913994    -1.03957262202975    -0.115553064925572
5730488B01Rik    5730488B01Rik    12.6    15.33    0.300491166    0.13840545    0.674498    0.28291357440471    -1.11282876641087
5730507C01Rik    5730507C01Rik    1.13    2.44    3.344028176    2.430956099    0.0956678    1.10987336579133    -0.459901177211189
5730522E02Rik    5730522E02Rik    11.67    8.5    0.123038298    0.07890749    0.934231    -0.457223714794562    -0.634382991857893
5830408C22Rik    5830408C22Rik    23.3    34.38    0.430390502    0.632674497    0.382574    0.561219635619268    0.554747540906009
5830411N06Rik    5830411N06Rik    1.77    0.98    0.364702374    0.230336592    0.848747    -0.852239170532676    -0.660676507735831
5830416I19Rik    5830416I19Rik    28.66    33.4    0.327044507    0.169900845    0.198251    0.220802349515367    -0.940732033568918
5830417I10Rik    5830417I10Rik    0.16    0.19    6.629296659    4.4983101    0.0205017    0.246511949921132    -0.559369618901033
5830418P13Rik    5830418P13Rik    2.52    2.73    0.144502033    0.162312852    0.491936    0.115433195906747    0.166599018032014
5830428M24Rik    5830428M24Rik    30.25    46.1    0.311201074    0.10535088    0.807306    0.607815211221475    -1.55364352940285
5830432E09Rik    5830432E09Rik    5.34    14.45    0.361752508    0.372747023    0.997259    1.435987540416    0.0430764990470709
5830444B04Rik    5830444B04Rik    2.18    2.44    0.932168163    0.499721316    0.0144345    0.162482525140403    -0.898129214474929
5830454E08Rik    5830454E08Rik    18.79    42.58    1.05527881    1.31548386    0.976956    1.18016798672691    0.317699142719656
5930403L14Rik    5930403L14Rik    25.14    30.27    1.229368057    0.927138372    0.156188    0.267894300210198    -0.406678141980394
5930430L01Rik    5930430L01Rik    23.16    54.98    2.756959084    2.170559476    0.27686    1.24723560245876    -0.344869587004804
5930438M14Rik    5930438M14Rik    3.69    7.62    0.103784268    0.098197471    0.634203    1.04596857777079    -0.0790468859100248
6030407O03Rik    6030407O03Rik    2.41    7.52    0.597821594    0.641334989    0.962138    1.64129284595257    0.101199637353358
6030440G07Rik    6030440G07Rik    2.8    1.85    14.89798306    8.229821689    0.036493    -0.597637088203932    -0.856105493679074
6030443J06Rik    6030443J06Rik    33.12    64.07    2.527623661    1.387357082    0.200842    0.951925275995443    -0.864973661196589
6030458C11Rik    6030458C11Rik    57.13    117    6.590910878    4.002993927    0.0148484    1.03417517282424    -0.719256951566336
6030466F02Rik    6030466F02Rik    1.59    0.39    0.292585856    0.109832866    0.909466    -2.0246933230237    -1.40539670886133
6030468B19Rik    6030468B19Rik    1.77    1.56    0.275495063    0.132526933    0.0764017    -0.182093674774005    -1.05012295090002
6030469F06Rik    6030469F06Rik    4.04    2.93    0.11780756    0.194427189    0.416665    -0.463319383493918    0.71800455655354
6030471H07Rik    6030471H07Rik    2.02    0.98    0.134646761    0.158447983    0.210865    -1.0427442801605    0.233231248691484
6030498E09Rik    6030498E09Rik    4.25    5.27    0.057304661    0.198311214    0.180266    0.310274433090358    1.77333975862726
6230400D17Rik    6230400D17Rik    21.98    40.04    1.734452376    1.565858604    0.624414    0.865220983557505    -0.147436781091872
6330403K07Rik    6330403K07Rik    3.36    3.61    0.41523999    0.570758956    0.249114    0.103507877640638    0.457991481340522
6330407A03Rik    6330407A03Rik    2.27    1.17    0.151368472    0.193664874    0.863498    -0.955586630205673    0.353428170631096
6330409D20Rik    6330409D20Rik    5.28    9.08    0.322754511    0.208650307    0.257795    0.782040034477231    -0.626915351794888
